row_index,lotName,failureType,nativeSplit,split
685558,lot42435,none,Test,train
685559,lot42435,none,Test,train
685560,lot42435,none,Test,train
685561,lot42435,none,Test,train
685562,lot42435,none,Test,train
685563,lot42435,none,Test,train
685564,lot42435,none,Test,train
685565,lot42435,none,Test,train
685566,lot42435,none,Test,train
685567,lot42435,none,Test,train
685568,lot42435,none,Test,train
685569,lot42435,none,Test,train
685570,lot42435,none,Test,train
685571,lot42435,none,Test,train
685572,lot42435,none,Test,train
685573,lot42435,none,Test,train
685574,lot42435,none,Test,train
685575,lot42435,none,Test,train
685576,lot42435,none,Test,train
685577,lot42435,none,Test,train
685578,lot42436,none,Test,validation
685579,lot42436,none,Test,validation
685580,lot42436,none,Test,validation
685581,lot42436,none,Test,validation
685582,lot42436,none,Test,validation
685583,lot42436,none,Test,validation
685584,lot42436,none,Test,validation
685585,lot42436,none,Test,validation
685586,lot42436,none,Test,validation
685587,lot42436,none,Test,validation
685588,lot42436,none,Test,validation
685589,lot42436,none,Test,validation
685590,lot42436,none,Test,validation
685591,lot42436,none,Test,validation
685592,lot42436,none,Test,validation
685593,lot42436,Edge-Loc,Test,validation
685594,lot42436,none,Test,validation
685595,lot42436,none,Test,validation
685596,lot42436,none,Test,validation
685597,lot42436,none,Test,validation
685598,lot42436,none,Test,validation
685599,lot42436,none,Test,validation
685600,lot42436,none,Test,validation
685601,lot42436,none,Test,validation
685602,lot42436,none,Test,validation
685603,lot42437,none,Test,train
685604,lot42437,none,Test,train
685605,lot42437,none,Test,train
685606,lot42437,none,Test,train
685607,lot42437,none,Test,train
685608,lot42437,none,Test,train
685609,lot42437,none,Test,train
685610,lot42437,none,Test,train
685611,lot42437,none,Test,train
685612,lot42437,Scratch,Test,train
685613,lot42437,none,Test,train
685614,lot42437,none,Test,train
685615,lot42437,none,Test,train
685616,lot42437,none,Test,train
685617,lot42437,none,Test,train
685618,lot42437,none,Test,train
685619,lot42437,none,Test,train
685620,lot42437,none,Test,train
685621,lot42437,Edge-Loc,Test,train
685622,lot42437,none,Test,train
685623,lot42437,none,Test,train
685624,lot42437,none,Test,train
685625,lot42437,none,Test,train
685626,lot42437,none,Test,train
685627,lot42437,none,Test,train
685628,lot42438,none,Test,validation
685629,lot42438,none,Test,validation
685630,lot42438,none,Test,validation
685631,lot42438,none,Test,validation
685632,lot42438,none,Test,validation
685633,lot42438,none,Test,validation
685634,lot42438,none,Test,validation
685635,lot42438,none,Test,validation
685636,lot42438,none,Test,validation
685637,lot42438,none,Test,validation
685638,lot42438,none,Test,validation
685639,lot42438,none,Test,validation
685640,lot42438,none,Test,validation
685641,lot42438,none,Test,validation
685642,lot42438,none,Test,validation
685643,lot42438,none,Test,validation
685644,lot42438,none,Test,validation
685645,lot42438,none,Test,validation
685646,lot42438,none,Test,validation
685647,lot42438,none,Test,validation
685648,lot42438,none,Test,validation
685649,lot42438,none,Test,validation
685650,lot42438,none,Test,validation
685651,lot42438,none,Test,validation
685652,lot42438,none,Test,validation
685666,lot42440,none,Test,train
685667,lot42440,none,Test,train
685668,lot42440,none,Test,train
685669,lot42440,none,Test,train
685670,lot42440,none,Test,train
685671,lot42440,none,Test,train
685672,lot42440,none,Test,train
685673,lot42440,none,Test,train
685674,lot42440,none,Test,train
685675,lot42440,none,Test,train
685676,lot42440,none,Test,train
685677,lot42440,none,Test,train
685678,lot42440,none,Test,train
685679,lot42440,none,Test,train
685680,lot42440,none,Test,train
685681,lot42440,none,Test,train
685682,lot42440,none,Test,train
685683,lot42440,none,Test,train
685684,lot42440,none,Test,train
685685,lot42440,none,Test,train
685686,lot42440,none,Test,train
685687,lot42440,none,Test,train
685688,lot42440,none,Test,train
685689,lot42440,none,Test,train
685690,lot42440,none,Test,train
685691,lot42441,none,Test,train
685692,lot42441,none,Test,train
685693,lot42441,none,Test,train
685694,lot42441,none,Test,train
685695,lot42441,none,Test,train
685696,lot42441,none,Test,train
685697,lot42441,none,Test,train
685698,lot42441,none,Test,train
685699,lot42441,none,Test,train
685700,lot42441,none,Test,train
685701,lot42441,none,Test,train
685702,lot42441,none,Test,train
685703,lot42441,none,Test,train
685704,lot42441,none,Test,train
685705,lot42441,none,Test,train
685706,lot42441,none,Test,train
685707,lot42441,none,Test,train
685708,lot42441,none,Test,train
685709,lot42441,none,Test,train
685710,lot42441,none,Test,train
685711,lot42441,none,Test,train
685712,lot42441,none,Test,train
685713,lot42441,Loc,Test,train
685714,lot42441,none,Test,train
685715,lot42441,none,Test,train
685716,lot42442,none,Test,train
685717,lot42442,none,Test,train
685718,lot42442,none,Test,train
685719,lot42442,none,Test,train
685720,lot42442,none,Test,train
685721,lot42442,none,Test,train
685722,lot42442,none,Test,train
685723,lot42442,none,Test,train
685724,lot42442,none,Test,train
685725,lot42442,none,Test,train
685726,lot42442,none,Test,train
685727,lot42442,none,Test,train
685728,lot42442,none,Test,train
685729,lot42442,none,Test,train
685730,lot42442,none,Test,train
685731,lot42442,none,Test,train
685732,lot42442,none,Test,train
685733,lot42442,Scratch,Test,train
685734,lot42442,none,Test,train
685735,lot42442,none,Test,train
685736,lot42442,none,Test,train
685737,lot42442,none,Test,train
685738,lot42442,none,Test,train
685739,lot42442,none,Test,train
685740,lot42442,none,Test,train
685741,lot42443,none,Test,train
685742,lot42443,none,Test,train
685743,lot42443,none,Test,train
685744,lot42443,none,Test,train
685745,lot42443,none,Test,train
685746,lot42443,none,Test,train
685747,lot42443,none,Test,train
685748,lot42443,none,Test,train
685749,lot42443,none,Test,train
685750,lot42443,none,Test,train
685751,lot42443,none,Test,train
685752,lot42443,none,Test,train
685753,lot42443,none,Test,train
685754,lot42443,none,Test,train
685755,lot42443,none,Test,train
685756,lot42443,none,Test,train
685757,lot42443,none,Test,train
685758,lot42443,none,Test,train
685759,lot42443,none,Test,train
685760,lot42443,none,Test,train
685761,lot42443,none,Test,train
685762,lot42443,Edge-Loc,Test,train
685763,lot42443,none,Test,train
685764,lot42443,none,Test,train
685765,lot42443,none,Test,train
685766,lot42444,none,Test,train
685767,lot42444,none,Test,train
685768,lot42444,none,Test,train
685769,lot42444,none,Test,train
685770,lot42444,none,Test,train
685771,lot42444,none,Test,train
685772,lot42444,none,Test,train
685773,lot42444,none,Test,train
685774,lot42444,none,Test,train
685775,lot42444,none,Test,train
685776,lot42444,none,Test,train
685777,lot42444,none,Test,train
685778,lot42444,Scratch,Test,train
685779,lot42444,none,Test,train
685780,lot42444,none,Test,train
685781,lot42444,none,Test,train
685782,lot42444,none,Test,train
685783,lot42444,none,Test,train
685784,lot42444,none,Test,train
685785,lot42444,none,Test,train
685786,lot42444,none,Test,train
685787,lot42444,none,Test,train
685788,lot42444,none,Test,train
685789,lot42444,none,Test,train
685790,lot42444,none,Test,train
685791,lot42445,none,Test,train
685792,lot42445,none,Test,train
685793,lot42445,none,Test,train
685794,lot42445,none,Test,train
685795,lot42445,none,Test,train
685796,lot42445,none,Test,train
685797,lot42445,none,Test,train
685798,lot42445,none,Test,train
685799,lot42445,none,Test,train
685800,lot42445,none,Test,train
685801,lot42445,none,Test,train
685802,lot42445,none,Test,train
685803,lot42445,none,Test,train
685804,lot42445,none,Test,train
685805,lot42445,none,Test,train
685806,lot42445,none,Test,train
685807,lot42445,none,Test,train
685808,lot42445,none,Test,train
685809,lot42445,none,Test,train
685810,lot42445,none,Test,train
685811,lot42445,none,Test,train
685812,lot42445,none,Test,train
685813,lot42445,none,Test,train
685814,lot42445,none,Test,train
685815,lot42445,none,Test,train
685816,lot42446,none,Test,train
685817,lot42446,none,Test,train
685818,lot42446,none,Test,train
685819,lot42446,none,Test,train
685820,lot42446,none,Test,train
685821,lot42446,none,Test,train
685822,lot42446,none,Test,train
685823,lot42446,none,Test,train
685824,lot42446,none,Test,train
685825,lot42446,none,Test,train
685826,lot42446,none,Test,train
685827,lot42446,none,Test,train
685828,lot42446,none,Test,train
685829,lot42446,none,Test,train
685830,lot42446,none,Test,train
685831,lot42446,none,Test,train
685832,lot42446,none,Test,train
685833,lot42446,none,Test,train
685834,lot42446,none,Test,train
685835,lot42446,none,Test,train
685836,lot42446,none,Test,train
685837,lot42446,none,Test,train
685838,lot42446,none,Test,train
685839,lot42446,none,Test,train
685840,lot42446,none,Test,train
685841,lot42447,none,Test,train
685842,lot42447,none,Test,train
685843,lot42447,none,Test,train
685844,lot42447,none,Test,train
685845,lot42447,none,Test,train
685846,lot42447,none,Test,train
685847,lot42447,none,Test,train
685848,lot42447,none,Test,train
685849,lot42447,none,Test,train
685850,lot42447,none,Test,train
685851,lot42447,none,Test,train
685852,lot42447,none,Test,train
685853,lot42447,none,Test,train
685854,lot42447,none,Test,train
685855,lot42447,none,Test,train
685856,lot42447,none,Test,train
685857,lot42447,none,Test,train
685858,lot42447,none,Test,train
685859,lot42447,none,Test,train
685860,lot42447,none,Test,train
685861,lot42447,none,Test,train
685862,lot42447,none,Test,train
685863,lot42447,none,Test,train
685864,lot42447,none,Test,train
685865,lot42447,none,Test,train
685866,lot42448,none,Test,train
685867,lot42448,none,Test,train
685868,lot42448,none,Test,train
685869,lot42448,Center,Test,train
685870,lot42448,none,Test,train
685871,lot42448,none,Test,train
685872,lot42448,none,Test,train
685873,lot42448,none,Test,train
685874,lot42448,none,Test,train
685875,lot42448,none,Test,train
685876,lot42448,none,Test,train
685877,lot42448,none,Test,train
685878,lot42448,none,Test,train
685879,lot42448,none,Test,train
685880,lot42448,none,Test,train
685881,lot42448,none,Test,train
685882,lot42448,none,Test,train
685883,lot42448,none,Test,train
685884,lot42448,none,Test,train
685885,lot42448,none,Test,train
685886,lot42448,none,Test,train
685887,lot42448,none,Test,train
685888,lot42448,none,Test,train
685889,lot42448,none,Test,train
685890,lot42448,none,Test,train
685891,lot42449,none,Test,validation
685892,lot42449,none,Test,validation
685893,lot42449,none,Test,validation
685894,lot42449,none,Test,validation
685895,lot42449,none,Test,validation
685896,lot42449,none,Test,validation
685897,lot42449,none,Test,validation
685898,lot42449,none,Test,validation
685899,lot42449,none,Test,validation
685900,lot42449,none,Test,validation
685901,lot42449,none,Test,validation
685902,lot42449,none,Test,validation
685903,lot42449,none,Test,validation
685904,lot42449,none,Test,validation
685905,lot42449,none,Test,validation
685906,lot42449,none,Test,validation
685907,lot42449,Edge-Loc,Test,validation
685908,lot42449,none,Test,validation
685909,lot42449,Loc,Test,validation
685910,lot42449,none,Test,validation
685911,lot42449,none,Test,validation
685912,lot42449,none,Test,validation
685913,lot42449,none,Test,validation
685914,lot42449,none,Test,validation
685915,lot42449,none,Test,validation
685916,lot42450,none,Test,train
685917,lot42450,none,Test,train
685918,lot42450,none,Test,train
685919,lot42450,none,Test,train
685920,lot42450,none,Test,train
685921,lot42450,none,Test,train
685922,lot42450,none,Test,train
685923,lot42450,none,Test,train
685924,lot42450,none,Test,train
685925,lot42450,none,Test,train
685926,lot42450,none,Test,train
685927,lot42450,none,Test,train
685928,lot42450,Scratch,Test,train
685929,lot42450,none,Test,train
685930,lot42450,none,Test,train
685931,lot42450,none,Test,train
685932,lot42450,none,Test,train
685933,lot42450,none,Test,train
685934,lot42450,none,Test,train
685935,lot42450,none,Test,train
685936,lot42450,none,Test,train
685937,lot42450,none,Test,train
685938,lot42450,none,Test,train
685939,lot42450,none,Test,train
685940,lot42450,none,Test,train
685941,lot42451,none,Test,train
685942,lot42451,none,Test,train
685943,lot42451,none,Test,train
685944,lot42451,none,Test,train
685945,lot42451,none,Test,train
685946,lot42451,none,Test,train
685947,lot42451,none,Test,train
685948,lot42451,none,Test,train
685949,lot42451,none,Test,train
685950,lot42451,none,Test,train
685951,lot42451,none,Test,train
685952,lot42451,none,Test,train
685953,lot42451,none,Test,train
685954,lot42451,none,Test,train
685955,lot42451,none,Test,train
685956,lot42451,none,Test,train
685957,lot42451,none,Test,train
685958,lot42451,none,Test,train
685959,lot42451,none,Test,train
685960,lot42451,none,Test,train
685961,lot42451,none,Test,train
685962,lot42451,none,Test,train
685963,lot42451,none,Test,train
685964,lot42451,none,Test,train
685965,lot42451,none,Test,train
685966,lot42452,none,Test,test
685967,lot42452,none,Test,test
685968,lot42452,none,Test,test
685969,lot42452,none,Test,test
685970,lot42452,none,Test,test
685971,lot42452,none,Test,test
685972,lot42452,none,Test,test
685973,lot42452,none,Test,test
685974,lot42452,none,Test,test
685975,lot42452,none,Test,test
685976,lot42452,none,Test,test
685977,lot42452,none,Test,test
685978,lot42452,none,Test,test
685979,lot42452,none,Test,test
685980,lot42452,none,Test,test
685981,lot42452,none,Test,test
685982,lot42452,none,Test,test
685983,lot42452,none,Test,test
685984,lot42452,none,Test,test
685985,lot42452,none,Test,test
685986,lot42452,none,Test,test
685987,lot42452,none,Test,test
685988,lot42452,none,Test,test
685989,lot42452,none,Test,test
685990,lot42452,none,Test,test
685991,lot42453,none,Test,train
685992,lot42453,none,Test,train
685993,lot42453,none,Test,train
685994,lot42453,none,Test,train
685995,lot42453,none,Test,train
685996,lot42453,none,Test,train
685997,lot42453,none,Test,train
685998,lot42453,none,Test,train
685999,lot42453,none,Test,train
686000,lot42453,none,Test,train
686001,lot42453,none,Test,train
686002,lot42453,none,Test,train
686003,lot42453,none,Test,train
686004,lot42453,none,Test,train
686005,lot42453,none,Test,train
686006,lot42453,none,Test,train
686007,lot42453,none,Test,train
686008,lot42453,none,Test,train
686009,lot42453,none,Test,train
686010,lot42453,none,Test,train
686011,lot42453,none,Test,train
686012,lot42453,none,Test,train
686013,lot42453,none,Test,train
686014,lot42453,none,Test,train
686015,lot42453,Loc,Test,train
686016,lot42454,none,Test,train
686017,lot42454,none,Test,train
686018,lot42454,none,Test,train
686019,lot42454,none,Test,train
686020,lot42454,none,Test,train
686021,lot42454,none,Test,train
686022,lot42454,none,Test,train
686023,lot42454,none,Test,train
686024,lot42454,none,Test,train
686025,lot42454,none,Test,train
686026,lot42454,none,Test,train
686027,lot42454,none,Test,train
686028,lot42454,none,Test,train
686029,lot42454,none,Test,train
686030,lot42454,none,Test,train
686031,lot42454,none,Test,train
686032,lot42454,none,Test,train
686033,lot42454,none,Test,train
686034,lot42454,none,Test,train
686035,lot42454,none,Test,train
686036,lot42454,Loc,Test,train
686037,lot42454,none,Test,train
686038,lot42454,none,Test,train
686039,lot42454,none,Test,train
686040,lot42454,none,Test,train
686041,lot42455,none,Test,train
686042,lot42455,none,Test,train
686043,lot42455,none,Test,train
686044,lot42455,none,Test,train
686045,lot42455,none,Test,train
686046,lot42455,none,Test,train
686047,lot42455,none,Test,train
686048,lot42455,none,Test,train
686049,lot42455,none,Test,train
686050,lot42455,none,Test,train
686051,lot42455,none,Test,train
686052,lot42455,none,Test,train
686053,lot42455,none,Test,train
686054,lot42455,none,Test,train
686055,lot42455,none,Test,train
686056,lot42455,none,Test,train
686057,lot42455,none,Test,train
686058,lot42455,none,Test,train
686059,lot42455,none,Test,train
686060,lot42455,none,Test,train
686061,lot42455,none,Test,train
686062,lot42455,none,Test,train
686063,lot42455,none,Test,train
686064,lot42455,none,Test,train
686065,lot42455,none,Test,train
686066,lot42456,none,Test,test
686067,lot42456,none,Test,test
686068,lot42456,none,Test,test
686069,lot42456,none,Test,test
686070,lot42456,none,Test,test
686071,lot42456,none,Test,test
686072,lot42456,none,Test,test
686073,lot42456,none,Test,test
686074,lot42456,none,Test,test
686075,lot42456,none,Test,test
686076,lot42456,none,Test,test
686077,lot42456,none,Test,test
686078,lot42456,none,Test,test
686079,lot42456,none,Test,test
686080,lot42456,none,Test,test
686081,lot42456,none,Test,test
686082,lot42456,none,Test,test
686083,lot42456,none,Test,test
686084,lot42456,none,Test,test
686085,lot42456,none,Test,test
686086,lot42456,none,Test,test
686087,lot42456,none,Test,test
686088,lot42456,none,Test,test
686089,lot42456,none,Test,test
686090,lot42456,none,Test,test
686091,lot42457,none,Test,validation
686092,lot42457,none,Test,validation
686093,lot42457,none,Test,validation
686094,lot42457,none,Test,validation
686095,lot42457,none,Test,validation
686096,lot42457,none,Test,validation
686097,lot42457,none,Test,validation
686098,lot42457,none,Test,validation
686099,lot42457,none,Test,validation
686100,lot42457,none,Test,validation
686101,lot42457,none,Test,validation
686102,lot42457,none,Test,validation
686103,lot42457,none,Test,validation
686104,lot42457,none,Test,validation
686105,lot42457,none,Test,validation
686106,lot42457,none,Test,validation
686107,lot42457,none,Test,validation
686108,lot42457,none,Test,validation
686109,lot42457,none,Test,validation
686110,lot42457,none,Test,validation
686111,lot42457,none,Test,validation
686112,lot42457,none,Test,validation
686113,lot42457,none,Test,validation
686114,lot42457,none,Test,validation
686115,lot42457,none,Test,validation
686116,lot42458,none,Test,validation
686117,lot42458,none,Test,validation
686118,lot42458,none,Test,validation
686119,lot42458,none,Test,validation
686120,lot42458,none,Test,validation
686121,lot42458,none,Test,validation
686122,lot42458,none,Test,validation
686123,lot42458,none,Test,validation
686124,lot42458,none,Test,validation
686125,lot42458,none,Test,validation
686126,lot42458,none,Test,validation
686127,lot42458,none,Test,validation
686128,lot42458,none,Test,validation
686129,lot42458,none,Test,validation
686130,lot42458,none,Test,validation
686131,lot42458,none,Test,validation
686132,lot42458,none,Test,validation
686133,lot42458,Scratch,Test,validation
686134,lot42458,none,Test,validation
686135,lot42458,none,Test,validation
686136,lot42458,none,Test,validation
686137,lot42458,none,Test,validation
686138,lot42458,none,Test,validation
686139,lot42458,none,Test,validation
686140,lot42458,none,Test,validation
686141,lot42459,none,Test,train
686142,lot42459,none,Test,train
686143,lot42459,none,Test,train
686144,lot42459,none,Test,train
686145,lot42459,none,Test,train
686146,lot42459,none,Test,train
686147,lot42459,none,Test,train
686148,lot42459,none,Test,train
686149,lot42459,none,Test,train
686150,lot42459,none,Test,train
686151,lot42459,none,Test,train
686152,lot42459,none,Test,train
686153,lot42459,none,Test,train
686154,lot42459,none,Test,train
686155,lot42459,none,Test,train
686156,lot42459,none,Test,train
686157,lot42459,none,Test,train
686158,lot42459,none,Test,train
686159,lot42459,none,Test,train
686160,lot42459,none,Test,train
686161,lot42459,none,Test,train
686162,lot42459,none,Test,train
686163,lot42459,none,Test,train
686164,lot42459,none,Test,train
686165,lot42459,none,Test,train
686166,lot42460,none,Test,train
686167,lot42460,none,Test,train
686168,lot42460,none,Test,train
686169,lot42460,none,Test,train
686170,lot42460,none,Test,train
686171,lot42460,none,Test,train
686172,lot42460,none,Test,train
686173,lot42460,none,Test,train
686174,lot42460,none,Test,train
686175,lot42460,none,Test,train
686176,lot42460,none,Test,train
686177,lot42460,none,Test,train
686178,lot42460,none,Test,train
686179,lot42460,none,Test,train
686180,lot42460,none,Test,train
686181,lot42460,none,Test,train
686182,lot42460,none,Test,train
686183,lot42460,none,Test,train
686184,lot42460,none,Test,train
686185,lot42460,none,Test,train
686186,lot42460,none,Test,train
686187,lot42460,none,Test,train
686188,lot42460,none,Test,train
686189,lot42460,none,Test,train
686190,lot42460,none,Test,train
686198,lot42462,none,Test,train
686199,lot42462,none,Test,train
686200,lot42462,none,Test,train
686201,lot42462,none,Test,train
686202,lot42462,none,Test,train
686203,lot42462,none,Test,train
686204,lot42462,none,Test,train
686205,lot42462,Scratch,Test,train
686206,lot42462,none,Test,train
686207,lot42462,none,Test,train
686208,lot42462,none,Test,train
686209,lot42462,none,Test,train
686210,lot42462,none,Test,train
686211,lot42462,none,Test,train
686212,lot42462,none,Test,train
686213,lot42462,none,Test,train
686214,lot42462,none,Test,train
686215,lot42462,none,Test,train
686216,lot42462,none,Test,train
686217,lot42462,none,Test,train
686218,lot42462,none,Test,train
686219,lot42462,none,Test,train
686220,lot42462,none,Test,train
686221,lot42462,none,Test,train
686222,lot42462,none,Test,train
686223,lot42463,none,Test,train
686224,lot42463,none,Test,train
686225,lot42463,none,Test,train
686226,lot42463,none,Test,train
686227,lot42463,none,Test,train
686228,lot42463,none,Test,train
686229,lot42463,none,Test,train
686230,lot42463,none,Test,train
686231,lot42463,none,Test,train
686232,lot42463,none,Test,train
686233,lot42463,none,Test,train
686234,lot42463,none,Test,train
686235,lot42463,none,Test,train
686236,lot42463,none,Test,train
686237,lot42463,none,Test,train
686238,lot42463,none,Test,train
686239,lot42463,none,Test,train
686240,lot42463,none,Test,train
686241,lot42463,none,Test,train
686242,lot42463,none,Test,train
686243,lot42463,none,Test,train
686244,lot42463,none,Test,train
686245,lot42463,none,Test,train
686246,lot42463,none,Test,train
686247,lot42463,none,Test,train
686248,lot42464,none,Test,train
686249,lot42464,none,Test,train
686250,lot42464,none,Test,train
686251,lot42464,none,Test,train
686252,lot42464,none,Test,train
686253,lot42464,none,Test,train
686254,lot42464,none,Test,train
686255,lot42464,none,Test,train
686256,lot42464,none,Test,train
686257,lot42464,none,Test,train
686258,lot42464,none,Test,train
686259,lot42464,none,Test,train
686260,lot42464,none,Test,train
686261,lot42464,none,Test,train
686262,lot42464,none,Test,train
686263,lot42464,none,Test,train
686264,lot42464,none,Test,train
686265,lot42464,none,Test,train
686266,lot42464,none,Test,train
686267,lot42464,none,Test,train
686268,lot42464,none,Test,train
686269,lot42464,none,Test,train
686270,lot42464,none,Test,train
686271,lot42464,none,Test,train
686272,lot42464,none,Test,train
686273,lot42465,none,Test,train
686274,lot42465,none,Test,train
686275,lot42465,none,Test,train
686276,lot42465,none,Test,train
686277,lot42465,none,Test,train
686278,lot42465,none,Test,train
686279,lot42465,none,Test,train
686280,lot42465,none,Test,train
686281,lot42465,none,Test,train
686282,lot42465,none,Test,train
686283,lot42465,none,Test,train
686284,lot42465,none,Test,train
686285,lot42465,none,Test,train
686286,lot42465,none,Test,train
686287,lot42465,Center,Test,train
686288,lot42465,none,Test,train
686289,lot42465,none,Test,train
686290,lot42465,none,Test,train
686291,lot42465,none,Test,train
686292,lot42465,none,Test,train
686293,lot42465,none,Test,train
686294,lot42465,none,Test,train
686295,lot42465,none,Test,train
686296,lot42465,none,Test,train
686297,lot42465,none,Test,train
686298,lot42466,none,Test,train
686299,lot42466,none,Test,train
686300,lot42466,none,Test,train
686301,lot42466,none,Test,train
686302,lot42466,none,Test,train
686303,lot42466,none,Test,train
686304,lot42466,none,Test,train
686305,lot42466,none,Test,train
686306,lot42466,none,Test,train
686307,lot42466,none,Test,train
686308,lot42466,none,Test,train
686309,lot42466,none,Test,train
686310,lot42466,none,Test,train
686311,lot42466,none,Test,train
686312,lot42466,none,Test,train
686313,lot42466,none,Test,train
686314,lot42466,none,Test,train
686315,lot42466,none,Test,train
686316,lot42466,none,Test,train
686317,lot42466,none,Test,train
686318,lot42466,none,Test,train
686319,lot42466,none,Test,train
686320,lot42466,none,Test,train
686321,lot42466,none,Test,train
686322,lot42466,none,Test,train
686323,lot42467,none,Test,train
686324,lot42467,none,Test,train
686325,lot42467,none,Test,train
686326,lot42467,none,Test,train
686327,lot42467,none,Test,train
686328,lot42467,none,Test,train
686329,lot42467,none,Test,train
686330,lot42467,none,Test,train
686331,lot42467,none,Test,train
686332,lot42467,none,Test,train
686333,lot42467,none,Test,train
686334,lot42467,none,Test,train
686335,lot42467,none,Test,train
686336,lot42467,none,Test,train
686337,lot42467,none,Test,train
686338,lot42467,none,Test,train
686339,lot42467,none,Test,train
686340,lot42467,none,Test,train
686341,lot42467,none,Test,train
686342,lot42467,none,Test,train
686343,lot42467,none,Test,train
686344,lot42467,none,Test,train
686345,lot42467,none,Test,train
686346,lot42467,none,Test,train
686347,lot42467,none,Test,train
686348,lot42468,none,Test,train
686349,lot42468,none,Test,train
686350,lot42468,none,Test,train
686351,lot42468,none,Test,train
686352,lot42468,none,Test,train
686353,lot42468,none,Test,train
686354,lot42468,none,Test,train
686355,lot42468,none,Test,train
686356,lot42468,none,Test,train
686357,lot42468,none,Test,train
686358,lot42468,none,Test,train
686359,lot42468,none,Test,train
686360,lot42468,none,Test,train
686361,lot42468,none,Test,train
686362,lot42468,none,Test,train
686363,lot42468,none,Test,train
686364,lot42468,none,Test,train
686365,lot42468,none,Test,train
686366,lot42468,none,Test,train
686367,lot42468,none,Test,train
686368,lot42468,none,Test,train
686369,lot42468,none,Test,train
686370,lot42468,none,Test,train
686371,lot42468,none,Test,train
686372,lot42468,none,Test,train
686373,lot42469,none,Test,validation
686374,lot42469,none,Test,validation
686375,lot42469,none,Test,validation
686376,lot42469,none,Test,validation
686377,lot42469,none,Test,validation
686378,lot42469,none,Test,validation
686379,lot42469,none,Test,validation
686380,lot42469,none,Test,validation
686381,lot42469,none,Test,validation
686382,lot42469,none,Test,validation
686383,lot42469,none,Test,validation
686384,lot42469,none,Test,validation
686385,lot42469,none,Test,validation
686386,lot42469,none,Test,validation
686387,lot42469,none,Test,validation
686388,lot42469,none,Test,validation
686389,lot42469,none,Test,validation
686390,lot42469,none,Test,validation
686391,lot42469,none,Test,validation
686392,lot42469,none,Test,validation
686393,lot42469,none,Test,validation
686394,lot42469,none,Test,validation
686395,lot42469,none,Test,validation
686396,lot42469,none,Test,validation
686397,lot42469,none,Test,validation
686403,lot42471,none,Test,validation
686404,lot42471,none,Test,validation
686405,lot42471,none,Test,validation
686406,lot42471,none,Test,validation
686407,lot42471,none,Test,validation
686408,lot42471,none,Test,validation
686409,lot42471,none,Test,validation
686410,lot42471,none,Test,validation
686411,lot42471,none,Test,validation
686412,lot42471,none,Test,validation
686413,lot42471,none,Test,validation
686414,lot42471,none,Test,validation
686415,lot42471,none,Test,validation
686416,lot42471,none,Test,validation
686417,lot42471,Loc,Test,validation
686418,lot42471,none,Test,validation
686419,lot42471,none,Test,validation
686420,lot42471,none,Test,validation
686421,lot42471,none,Test,validation
686422,lot42471,none,Test,validation
686423,lot42471,none,Test,validation
686424,lot42471,none,Test,validation
686425,lot42471,none,Test,validation
686426,lot42471,none,Test,validation
686427,lot42471,none,Test,validation
686428,lot42472,none,Test,test
686429,lot42472,none,Test,test
686430,lot42472,none,Test,test
686431,lot42472,none,Test,test
686432,lot42472,none,Test,test
686433,lot42472,none,Test,test
686434,lot42472,none,Test,test
686435,lot42472,none,Test,test
686436,lot42472,none,Test,test
686437,lot42472,none,Test,test
686438,lot42472,none,Test,test
686439,lot42472,none,Test,test
686440,lot42472,none,Test,test
686441,lot42472,none,Test,test
686442,lot42472,none,Test,test
686443,lot42472,none,Test,test
686444,lot42472,none,Test,test
686445,lot42472,none,Test,test
686446,lot42472,none,Test,test
686447,lot42472,none,Test,test
686448,lot42472,none,Test,test
686449,lot42472,none,Test,test
686450,lot42472,none,Test,test
686451,lot42472,none,Test,test
686452,lot42472,none,Test,test
686453,lot42473,none,Test,train
686454,lot42473,none,Test,train
686455,lot42473,none,Test,train
686456,lot42473,none,Test,train
686457,lot42473,none,Test,train
686458,lot42473,none,Test,train
686459,lot42473,none,Test,train
686460,lot42473,none,Test,train
686461,lot42473,none,Test,train
686462,lot42473,none,Test,train
686463,lot42473,none,Test,train
686464,lot42473,none,Test,train
686465,lot42473,none,Test,train
686466,lot42473,Center,Test,train
686467,lot42473,none,Test,train
686468,lot42473,none,Test,train
686469,lot42473,none,Test,train
686470,lot42473,none,Test,train
686471,lot42473,none,Test,train
686472,lot42473,none,Test,train
686473,lot42473,none,Test,train
686474,lot42473,none,Test,train
686475,lot42473,none,Test,train
686476,lot42473,none,Test,train
686477,lot42473,none,Test,train
686478,lot42474,none,Test,train
686479,lot42474,none,Test,train
686480,lot42474,none,Test,train
686481,lot42474,none,Test,train
686482,lot42474,none,Test,train
686483,lot42474,none,Test,train
686484,lot42474,none,Test,train
686485,lot42474,none,Test,train
686486,lot42474,none,Test,train
686487,lot42474,none,Test,train
686488,lot42474,none,Test,train
686489,lot42474,none,Test,train
686490,lot42474,none,Test,train
686491,lot42474,none,Test,train
686492,lot42474,none,Test,train
686493,lot42474,none,Test,train
686494,lot42474,none,Test,train
686495,lot42474,none,Test,train
686496,lot42474,none,Test,train
686497,lot42474,none,Test,train
686498,lot42474,none,Test,train
